Date,Temperature(Deg C),Specific Conductance(uS/m),Dissolved Oxygen(mg/L),pH(SU),Oxidation-Reduction Potential(mV),Turbidity(NTU),Chlorophyll a (ug/L)
06/18/17,27.64,149,6.47,7.20,412.41,55.41,6.4
06/19/17,27.84,150,6.30,7.21,413.77,29.88,11.4
06/20/17,28.39,149,6.93,7.37,394.04,177.27,8.6
06/21/17,28.57,144,8.57,7.59,375.67,186.15,20.6
06/22/17,27.67,149,6.68,7.25,411.12,27.72,11.6
06/23/17,27.31,152,6.13,7.21,418.96,20.32,10.3
06/24/17,27.18,160,6.14,7.26,405.46,5.14,7.0
06/25/17,27.32,162,6.63,7.30,400.31,3.37,5.1
06/26/17,27.38,160,7.16,7.39,394.65,3.18,12.3
06/27/17,27.62,158,7.93,7.49,383.74,2.90,11.3
06/28/17,27.31,154,7.60,7.48,361.85,4.23,16.0
06/29/17,27.32,155,7.16,7.43,374.76,4.10,13.0
06/30/17,27.33,154,6.64,7.30,386.92,3.74,14.6
07/01/17,27.45,149,5.64,7.11,383.64,3.14,17.9
07/02/17,27.64,148,5.56,7.12,365.12,3.55,19.7
07/03/17,27.68,148,5.91,7.15,382.81,4.77,17.6
07/04/17,27.67,150,5.70,7.18,389.47,4.37,17.3
07/05/17,27.77,148,5.53,7.11,399.82,3.45,7.8
07/06/17,27.66,149,5.29,7.08,407.12,4.02,4.3
07/07/17,28.11,150,5.17,7.04,410.03,4.21,3.2
07/08/17,28.47,158,5.86,7.16,408.17,5.82,4.3
07/09/17,28.72,158,5.72,7.10,414.18,7.39,3.7
07/10/17,29.01,164,5.46,7.09,415.59,7.28,3.2
07/11/17,29.57,162,6.31,7.23,403.28,7.05,3.5
07/12/17,29.76,164,6.62,7.27,403.97,8.02,4.3
07/13/17,29.87,163,4.74,7.08,420.06,7.53,4.9
07/14/17,30.23,162,5.91,7.20,422.95,11.39,7.4
07/15/17,30.60,162,5.96,7.24,420.84,27.01,10.5
07/16/17,30.47,160,4.68,7.14,418.24,28.77,11.4
07/17/17,30.48,162,4.34,7.11,420.94,13.61,7.4
07/18/17,30.88,157,4.74,7.09,434.75,20.79,3.2
07/19/17,31.17,159,4.59,7.10,440.07,21.12,1.7
07/20/17,31.24,166,4.02,7.12,438.13,23.95,1.7
07/21/17,31.46,164,4.80,7.17,426.34,25.49,1.6
07/22/17,31.66,164,4.63,7.15,421.41,28.51,2.8
07/23/17,31.62,164,4.82,7.15,390.29,39.29,4.5
07/24/17,31.49,169,2.91,7.07,350.63,42.37,5.6
07/25/17,31.52,168,3.37,7.19,80.24,45.03,3.6
07/26/17,31.32,170,2.86,7.11,238.06,45.07,1.0
07/27/17,31.43,170,3.12,7.15,290.71,50.39,1.7
07/28/17,31.15,168,4.56,7.22,435.04,80.18,3.7
07/29/17,30.83,169,5.21,7.27,430.16,104.50,3.8
07/30/17,30.23,171,4.45,7.17,339.41,286.43,3.1
07/31/17,29.93,172,3.42,7.06,299.70,729.15,1.5
08/01/17,29.60,145,5.29,6.79,325.45,4.15,4.3
08/02/17,29.58,147,4.48,6.70,331.08,3.73,3.6
08/03/17,29.49,145,4.63,6.69,318.16,3.83,4.0
08/04/17,29.27,146,4.93,6.72,369.51,4.03,4.2
08/05/17,28.91,146,6.06,6.85,385.69,3.90,4.5
08/06/17,28.51,145,5.83,6.79,398.67,3.69,4.1
08/07/17,28.19,143,5.47,6.76,406.70,3.72,3.8
08/08/17,28.16,141,5.42,6.78,409.21,3.36,3.3
08/09/17,28.12,140,5.84,6.85,409.29,3.42,3.4
08/10/17,28.27,137,6.35,6.84,411.05,3.22,3.6
08/11/17,28.21,137,6.14,6.85,415.09,3.20,3.6
08/12/17,28.15,135,6.02,6.86,417.39,3.59,4.8
08/13/17,28.02,135,5.66,6.81,422.03,3.30,3.6
08/14/17,28.04,131,5.19,6.77,426.19,3.29,3.4
08/15/17,27.98,138,5.01,6.83,422.01,3.40,3.0
08/16/17,28.16,138,5.24,6.88,422.18,3.89,3.1
08/17/17,28.32,138,5.11,6.89,421.95,3.85,2.8
08/18/17,28.60,139,5.42,6.97,423.68,3.55,2.8
08/19/17,28.69,140,5.76,7.03,425.41,3.71,3.3
08/20/17,29.23,140,6.48,7.10,421.63,3.95,3.3
08/21/17,29.32,138,6.45,7.11,426.42,4.06,3.3
08/22/17,29.14,139,5.89,7.11,428.27,4.03,3.1
08/23/17,29.05,143,6.51,7.28,410.47,4.32,3.9
08/24/17,28.86,143,6.13,7.25,413.53,4.98,3.6
08/25/17,28.48,143,5.90,7.24,412.45,8.76,3.3
08/26/17,28.23,141,5.87,7.28,410.67,12.10,3.3
08/27/17,28.07,141,5.47,7.25,416.51,23.71,3.0
08/28/17,27.74,140,5.34,7.24,419.82,64.68,3.0
08/29/17,27.98,141,5.35,7.22,430.50,263.74,2.7
08/30/17,27.65,140,5.41,7.24,423.40,304.21,2.9
08/31/17,27.18,143,4.90,7.25,395.92,209.92,2.6
09/01/17,26.29,142,6.87,7.58,367.23,89.43,3.3
09/02/17,25.35,144,7.06,7.70,361.91,56.00,2.8
09/03/17,25.53,144,7.00,7.69,365.46,15.81,2.9
09/04/17,25.42,143,6.68,7.66,367.45,30.99,2.7
09/05/17,25.30,142,6.71,7.68,364.88,17.30,2.8
09/06/17,24.73,140,6.91,7.76,360.04,4.28,3.0
09/07/17,24.55,138,6.57,7.73,371.00,3.66,3.0
09/08/17,24.51,135,6.50,7.73,380.61,3.14,3.0
09/09/17,24.54,133,7.17,7.80,378.31,3.48,3.4
09/10/17,24.26,129,7.14,7.82,379.45,3.91,3.5
09/11/17,23.75,129,6.87,7.82,375.77,4.88,3.5
09/12/17,23.28,135,6.72,7.88,371.37,5.58,3.5
09/13/17,22.86,135,6.60,7.93,368.59,5.33,3.1
09/14/17,22.93,135,6.54,7.91,367.49,4.91,2.9
09/15/17,23.64,132,6.56,7.85,367.27,4.51,2.8
09/16/17,24.13,131,6.73,7.82,364.13,4.42,3.2
09/17/17,25.13,132,7.46,7.87,362.04,3.89,3.3
09/18/17,25.59,134,8.21,8.02,354.95,5.54,3.7
09/19/17,25.63,133,8.00,8.05,356.12,3.47,3.6
09/20/17,25.69,135,8.06,8.14,352.09,3.28,3.6
09/21/17,26.50,133,6.82,7.91,370.59,3.06,2.7
09/22/17,26.82,138,8.25,8.13,358.35,3.03,2.9
09/23/17,27.04,139,8.95,8.26,348.21,3.14,3.4
09/24/17,27.26,140,8.24,8.13,357.83,3.07,2.9
09/25/17,27.28,142,7.89,8.06,359.99,2.86,2.8
09/26/17,27.47,144,7.69,8.11,354.05,2.98,3.0
09/27/17,27.25,149,8.19,8.48,323.88,3.44,6.6
09/28/17,26.28,151,7.51,8.46,321.58,4.06,6.2
09/29/17,25.86,147,6.82,8.39,314.25,2.79,4.0
09/30/17,25.38,144,6.74,8.48,300.15,2.87,3.8
10/01/17,24.69,142,6.41,8.42,291.80,2.76,3.0
10/02/17,24.18,143,7.02,8.53,286.70,3.32,2.9
10/03/17,24.05,143,6.94,8.58,281.07,3.18,2.7
10/04/17,24.06,142,6.65,8.55,277.54,3.08,2.4
10/05/17,24.02,142,6.64,8.61,270.11,2.88,2.5
10/06/17,23.98,143,6.55,8.60,266.63,3.05,2.5
10/07/17,23.80,146,7.06,8.79,253.56,3.46,2.7
10/08/17,23.69,147,6.86,8.85,244.72,2.74,2.4
10/09/17,24.03,148,6.52,8.76,254.36,2.54,2.3
10/10/17,24.23,147,6.84,8.91,267.39,2.77,2.3
10/11/17,23.76,149,6.89,9.01,270.08,3.27,2.6
10/12/17,23.43,154,6.39,9.06,268.81,2.95,2.3
10/13/17,23.26,156,6.14,9.12,261.88,2.74,2.2
10/14/17,,,,,,,
10/15/17,,,,,,,
10/16/17,22.02,181,7.23,7.42,306.90,3.71,2.2
10/17/17,21.79,180,7.16,7.39,300.05,3.44,1.9
10/18/17,21.34,181,7.42,7.45,295.21,3.86,2.2
10/19/17,21.02,180,7.43,7.45,295.71,3.56,2.0
10/20/17,20.93,179,7.44,7.45,296.08,3.20,1.9
10/21/17,20.61,178,7.86,7.52,298.27,4.10,2.2
10/22/17,20.39,178,8.27,7.62,299.04,4.46,2.1
10/23/17,20.17,179,8.15,7.62,293.31,4.09,2.0
10/24/17,19.81,181,8.16,7.63,281.32,3.84,2.1
10/25/17,18.90,182,8.37,7.66,279.66,3.45,1.9
10/26/17,18.55,184,8.47,7.68,279.28,3.57,1.9
10/27/17,18.28,188,8.53,7.72,277.50,4.10,2.0
10/28/17,17.32,191,8.74,7.77,280.30,4.39,2.0
10/29/17,16.57,190,8.85,7.76,280.86,3.82,1.9
10/30/17,16.03,188,8.98,7.75,284.83,3.93,2.0
10/31/17,15.77,188,9.00,7.73,285.74,3.98,2.0
11/01/17,15.45,186,9.06,7.70,288.86,3.84,1.9
11/02/17,15.62,186,9.35,7.75,287.53,4.00,1.9
11/03/17,15.93,190,9.18,7.72,287.43,3.63,1.9
11/04/17,16.22,188,9.16,7.69,286.83,3.44,2.0
11/05/17,16.90,189,8.97,7.70,286.53,3.59,1.9
11/06/17,17.20,189,8.99,7.73,286.88,3.81,1.9
11/07/17,17.16,191,8.89,7.73,286.22,4.40,2.1
11/08/17,17.07,193,8.87,7.75,286.51,4.14,2.2
11/09/17,16.74,190,8.89,7.75,287.78,3.93,2.1
11/10/17,16.17,191,9.05,7.82,287.57,4.18,2.0
11/11/17,15.54,191,9.05,7.82,288.92,3.92,2.1
11/12/17,15.01,187,9.10,7.86,292.71,4.21,2.1
11/13/17,14.71,184,9.15,7.91,291.97,5.24,2.2
11/14/17,14.51,185,9.11,7.94,287.22,5.13,2.1
11/15/17,14.23,186,9.22,8.03,286.83,3.67,1.9
11/16/17,14.31,187,9.27,8.09,287.24,3.84,2.0
11/17/17,13.92,188,9.54,8.20,289.46,3.31,1.8
11/18/17,14.03,187,9.67,8.28,282.15,5.82,2.0
11/19/17,13.48,187,9.88,8.38,282.05,4.50,2.1
11/20/17,13.26,188,9.93,8.45,283.64,3.14,1.8
11/21/17,13.07,187,9.94,8.52,284.92,4.51,1.9
11/22/17,12.64,187,10.15,8.64,288.78,3.63,1.9
11/23/17,12.22,188,10.18,8.67,290.24,2.53,1.8
11/24/17,11.98,191,10.28,8.79,293.84,2.91,1.9
11/25/17,11.93,191,10.32,8.91,294.82,2.71,1.9
11/26/17,12.05,191,10.26,8.99,288.00,1.99,1.8
11/27/17,11.88,191,10.47,9.24,277.30,2.09,1.8
11/28/17,11.88,192,10.45,9.46,268.61,2.24,1.8
11/29/17,12.18,194,10.25,9.62,258.79,1.88,1.9
11/30/17,12.18,195,10.35,9.86,245.66,2.07,1.9
12/01/17,,,,,,,
12/02/17,,,,,,,
12/03/17,,,,,,,
12/04/17,,,,,,,
12/05/17,,,,,,,
12/06/17,,,,,,,
12/07/17,,,,,,,
12/08/17,10.82,180,10.37,7.97,279.21,1.53,0.8
12/09/17,10.14,180,10.53,8.02,274.16,2.06,1.1
12/10/17,9.61,182,10.64,8.02,274.55,1.81,1.0
12/11/17,9.16,179,10.98,8.09,269.84,1.63,0.8
12/12/17,8.79,179,11.28,8.14,264.48,2.96,1.1
12/13/17,8.50,178,11.18,8.09,268.12,1.64,1.0
12/14/17,8.33,177,11.29,8.14,272.21,1.85,1.2
12/15/17,7.96,177,11.37,8.14,275.77,1.43,0.9
12/16/17,7.66,177,11.49,8.14,278.42,1.39,0.9
12/17/17,7.53,178,11.65,8.13,279.89,1.23,0.8
12/18/17,7.74,177,11.51,8.08,280.92,1.35,0.9
12/19/17,7.79,176,11.58,8.08,281.95,1.31,0.8
12/20/17,8.22,180,11.42,8.06,283.31,1.43,0.9
12/21/17,8.30,181,11.40,8.07,283.75,1.62,1.0
12/22/17,8.98,181,11.14,8.03,281.42,1.69,0.9
12/23/17,9.36,176,10.96,8.03,280.62,4.84,1.1
12/24/17,9.36,169,10.89,8.00,281.07,6.98,1.2
12/25/17,8.94,166,10.89,7.98,282.71,5.64,1.2
12/26/17,8.86,158,10.79,7.91,279.90,9.76,1.6
12/27/17,8.52,145,10.76,7.85,279.79,19.38,2.5
12/28/17,7.69,139,10.81,7.80,283.83,16.03,2.7
12/29/17,7.34,140,10.81,7.78,285.01,12.48,2.6
12/30/17,6.78,143,11.10,7.84,285.14,12.09,2.5
12/31/17,5.96,151,11.52,7.92,283.60,10.10,2.3
01/01/18,4.86,150,12.08,7.98,284.38,8.32,2.1
01/02/18,3.91,150,12.42,7.97,287.06,6.28,1.8
01/03/18,3.60,155,12.49,7.97,288.36,5.98,1.7
01/04/18,2.87,153,12.83,8.03,286.78,5.95,1.8
01/05/18,2.85,153,12.86,7.99,289.72,4.71,1.6
01/06/18,2.37,155,13.03,7.99,291.04,4.61,1.5
01/07/18,1.97,155,13.34,8.05,289.98,4.55,1.4
01/08/18,2.74,154,12.95,7.97,290.82,3.83,1.4
01/09/18,2.52,151,13.27,7.96,292.23,3.48,1.3
01/10/18,3.40,154,13.10,8.00,291.60,3.72,1.3
01/11/18,4.36,155,12.76,7.99,291.48,3.44,1.2
01/12/18,3.40,152,12.90,8.06,289.98,7.03,2.0
01/13/18,3.22,152,13.04,8.06,290.47,6.21,1.6
01/14/18,2.98,156,13.00,8.01,291.12,4.23,1.4
01/15/18,3.06,161,12.99,8.03,284.53,4.36,1.3
01/16/18,2.81,159,13.11,8.06,277.20,4.79,1.5
01/17/18,2.46,161,13.21,8.03,273.79,4.73,1.6
01/18/18,1.99,162,13.30,8.00,273.76,4.42,1.4
01/19/18,2.20,161,13.27,8.02,272.52,4.80,1.7
01/20/18,2.59,158,13.35,8.02,271.02,4.21,1.5
01/21/18,2.93,157,13.32,8.00,270.93,3.85,1.5
01/22/18,3.61,157,13.21,8.02,268.77,4.78,1.6
01/23/18,3.39,159,13.11,7.99,270.84,4.68,1.8
01/24/18,3.78,158,12.95,7.94,272.16,4.40,1.7
01/25/18,4.10,159,12.95,7.96,271.90,4.52,1.6
01/26/18,4.62,158,12.83,7.98,271.29,4.52,1.6
01/27/18,5.08,146,12.58,7.93,272.28,4.99,1.7
01/28/18,5.27,147,12.51,7.91,275.13,5.03,1.8
01/29/18,5.40,154,12.48,7.95,273.49,6.06,2.5
01/30/18,5.36,153,12.50,7.96,273.24,4.82,9.5
01/31/18,5.14,157,12.66,8.04,274.83,4.47,6.7
02/01/18,5.65,159,12.59,8.06,275.68,4.42,6.2
02/02/18,5.14,160,12.62,8.05,277.30,3.70,1.6
02/03/18,4.61,158,12.96,8.11,276.18,3.22,1.4
02/04/18,5.01,158,12.85,8.11,276.18,4.28,1.9
02/05/18,4.96,159,12.73,8.03,278.76,4.07,2.6
02/06/18,5.04,157,12.67,8.04,282.03,3.84,4.5
02/07/18,4.87,157,12.84,8.12,281.31,4.76,3.4
02/08/18,4.85,156,12.81,8.04,283.59,3.73,1.9
02/09/18,5.24,157,13.21,8.23,283.54,3.95,2.4
02/10/18,5.90,167,13.90,8.71,276.06,9.79,14.7
02/11/18,6.28,163,13.68,8.89,271.70,22.91,24.4
02/12/18,6.26,160,13.42,8.88,269.46,25.99,27.0
02/13/18,6.79,151,13.25,8.87,268.08,32.16,30.1
02/14/18,7.94,142,12.64,8.70,268.70,45.16,28.0
02/15/18,8.89,139,12.31,8.57,267.62,46.86,29.6
02/16/18,9.97,148,11.78,8.27,261.17,47.94,84.6
02/17/18,9.60,139,11.57,8.01,267.99,64.10,98.0
02/18/18,9.56,140,11.69,7.94,271.98,78.66,114.8
02/19/18,10.34,144,11.62,7.93,275.91,78.36,110.5
02/20/18,11.44,144,11.42,7.90,278.49,78.33,111.7
02/21/18,11.88,141,11.22,7.88,284.82,84.28,117.7
02/22/18,11.71,138,10.99,7.80,293.56,92.82,125.4
02/23/18,11.93,132,10.79,7.73,296.01,79.73,108.6
02/24/18,12.43,124,10.56,7.66,302.60,76.54,103.7
02/25/18,12.81,122,10.41,7.65,311.70,78.30,105.0
02/26/18,12.81,126,10.42,7.65,317.59,96.97,129.7
03/29/18,13.04,132,10.02,8.01,174.08,70.68,85.9
03/30/18,13.09,132,10.10,8.06,173.34,1125.05,293.7
03/31/18,13.30,130,9.93,7.96,213.27,1148.04,313.6
04/01/18,13.68,129,9.93,8.02,199.11,1214.05,319.0
04/02/18,13.44,140,38.53,7.87,287.52,758.29,205.9
04/03/18,13.38,143,93.79,7.70,434.38,-75.14,-15.4
04/04/18,13.52,143,95.46,7.78,432.96,-75.50,-15.4
04/05/18,13.41,142,94.45,7.76,430.34,-75.56,-15.4
04/06/18,13.43,136,92.69,7.70,430.48,-75.68,-15.4
04/07/18,13.11,137,93.21,7.74,424.94,-75.51,-15.4
04/08/18,12.53,138,92.33,7.76,416.74,-75.05,-15.3
04/09/18,12.39,140,92.40,7.77,414.33,-74.93,-15.3
04/10/18,12.37,141,92.77,7.77,413.14,-74.93,-15.2
04/11/18,12.34,142,92.92,7.77,412.42,-74.90,-15.2
04/12/18,12.58,145,94.32,7.80,414.57,-75.09,-15.2
04/13/18,13.30,146,95.63,7.81,422.79,-75.66,-15.3
04/14/18,14.15,146,96.65,7.82,434.85,-76.37,-15.3
04/15/18,13.98,151,94.68,7.80,431.20,-76.20,-15.3
04/16/18,13.65,154,94.69,7.86,425.30,-75.90,-15.3
04/17/18,13.96,156,94.63,7.86,428.79,-76.11,-15.3
04/18/18,14.08,159,93.81,7.84,430.39,-76.20,-15.3
04/19/18,14.30,157,94.84,7.85,432.87,-76.34,-15.3
04/20/18,14.53,158,95.39,7.83,437.10,-76.49,-15.3
04/21/18,15.15,157,95.59,7.79,445.65,-76.99,-15.3
04/22/18,15.23,157,94.25,7.76,446.22,-77.03,-15.3
04/23/18,15.36,157,94.77,7.78,447.89,-77.12,-15.3
04/24/18,15.61,159,93.72,7.72,452.11,-77.29,-15.3
04/25/18,15.90,156,92.67,7.67,459.43,-77.52,-15.3
04/26/18,16.16,159,92.04,7.63,466.97,-77.73,-15.4
04/27/18,16.42,153,90.36,7.56,473.26,-77.92,-15.4
04/28/18,16.55,147,88.95,7.52,480.82,-78.01,-15.4
04/29/18,16.66,147,89.61,7.53,481.63,-78.10,-15.4
04/30/18,16.86,149,67.22,7.49,441.15,-56.02,-11.0
05/01/18,17.28,155,8.64,7.44,335.25,1.12,0.2
05/02/18,17.88,153,8.69,7.43,337.09,1.34,0.3
05/03/18,18.35,151,8.64,7.44,338.01,1.35,0.3
05/04/18,18.68,151,8.60,7.44,338.36,1.53,0.3
05/05/18,19.08,149,8.37,7.42,338.86,1.22,0.2
05/06/18,19.26,149,8.49,7.45,338.37,1.85,0.4
05/07/18,19.76,150,8.66,7.50,338.22,2.63,0.6
05/08/18,20.12,150,8.95,7.56,338.54,3.07,0.7
05/09/18,20.26,152,8.73,7.50,339.57,3.32,0.7
05/10/18,20.96,150,8.41,7.46,341.48,1.83,0.4
05/11/18,21.45,152,8.60,7.50,348.55,2.18,0.5
05/12/18,21.97,152,8.47,7.50,353.77,1.87,0.4
05/13/18,22.87,152,8.71,7.55,363.28,2.30,0.5
05/14/18,23.53,154,9.02,7.62,371.59,3.52,0.8
05/15/18,24.21,148,9.32,7.70,366.71,4.03,0.9
05/16/18,24.78,148,9.46,7.72,363.97,4.39,1.0
05/17/18,25.17,144,8.63,7.52,367.66,3.37,0.7
05/18/18,24.87,143,8.06,7.45,356.28,3.20,0.7
05/19/18,25.01,143,8.47,7.53,370.77,3.41,0.7
05/20/18,24.82,143,8.16,7.48,374.42,3.54,0.8
05/21/18,24.73,143,7.63,7.39,378.11,2.91,0.6
05/22/18,25.06,142,7.37,7.31,388.73,2.77,0.6
05/23/18,25.51,142,7.67,7.35,398.48,3.04,0.7
05/24/18,26.01,144,7.27,7.25,403.56,2.91,0.6
05/25/18,26.11,144,7.27,7.24,431.00,3.27,0.7
05/26/18,25.99,144,6.81,7.20,427.78,2.79,0.6
05/27/18,26.27,143,6.47,7.16,429.65,1.81,0.4
05/28/18,26.88,141,6.92,7.24,427.98,2.59,0.6
05/29/18,26.78,141,6.49,7.22,430.05,2.37,0.5
05/30/18,26.43,143,5.93,7.19,439.38,1.55,0.3
05/31/18,26.40,144,5.67,7.19,436.01,1.05,0.2
06/01/18,26.46,149,5.54,7.21,428.52,0.88,0.2
06/02/18,26.61,150,5.33,7.21,426.19,0.84,0.1
06/03/18,26.76,150,5.81,7.26,418.41,1.59,0.3
06/04/18,26.75,145,5.89,7.25,410.30,1.52,0.3
06/05/18,26.61,144,5.47,7.20,419.46,1.26,0.2
06/06/18,,,,,,,
06/07/18,,,,,,,
06/08/18,,,,,,,
06/09/18,,,,,,,
06/10/18,,,,,,,
06/11/18,,,,,,,
06/12/18,,,,,,,
06/13/18,,,,,,,
06/14/18,,,,,,,
06/15/18,,,,,,,
06/16/18,,,,,,,
06/17/18,,,,,,,
06/18/18,,,,,,,
06/19/18,,,,,,,
06/20/18,,,,,,,
06/21/18,,,,,,,
06/22/18,,,,,,,
06/23/18,,,,,,,
06/24/18,,,,,,,
06/25/18,,,,,,,
06/26/18,,,,,,,
06/27/18,,,,,,,
06/28/18,,,,,,,
06/29/18,,,,,,,
06/30/18,,,,,,,
07/01/18,,,,,,,
07/02/18,,,,,,,
07/03/18,,,,,,,
07/04/18,,,,,,,
07/05/18,,,,,,,
07/06/18,,,,,,,
07/07/18,,,,,,,
07/08/18,,,,,,,
07/09/18,,,,,,,
07/10/18,,,,,,,
07/11/18,,,,,,,
07/12/18,,,,,,,
07/13/18,,,,,,,
07/14/18,,,,,,,
07/15/18,,,,,,,
07/16/18,,,,,,,
07/17/18,,,,,,,
07/18/18,,,,,,,
07/19/18,,,,,,,
07/20/18,,,,,,,
07/21/18,,,,,,,
07/22/18,,,,,,,
07/23/18,,,,,,,
07/24/18,,,,,,,
07/25/18,,,,,,,
07/26/18,,,,,,,
07/27/18,,,,,,,
07/28/18,,,,,,,
07/30/18,,,,,,,
07/31/18,,,,,,,
08/01/18,29.29,136,6.54,7.24,398.51,4.04,0.9
08/02/18,29.27,136,6.31,7.23,400.57,3.34,0.7
08/03/18,29.23,133,5.85,7.14,388.05,3.00,0.6
08/04/18,29.60,128,6.11,7.13,386.83,2.96,0.6
08/05/18,29.53,128,5.60,7.05,403.65,2.92,0.6
08/06/18,29.38,129,5.28,7.04,428.94,3.24,0.7
08/07/18,29.42,130,5.23,7.02,448.93,2.94,0.6
08/08/18,29.61,131,5.36,7.06,456.90,2.79,0.6
08/09/18,29.57,132,5.80,7.15,451.04,2.83,0.6
08/10/18,29.59,133,6.07,7.18,448.18,3.07,0.7
08/11/18,29.60,132,6.10,7.17,448.24,3.34,0.7
08/12/18,29.78,133,6.53,7.26,434.17,4.50,1.0
08/13/18,29.84,133,6.02,7.20,446.32,3.40,0.7
08/14/18,29.58,132,5.53,7.14,454.58,3.07,0.7
08/15/18,29.43,131,5.15,7.06,467.21,2.63,0.6
08/16/18,29.38,133,5.05,7.09,463.39,2.53,0.5
08/17/18,29.26,133,5.18,7.11,461.30,2.55,0.5
08/18/18,29.18,133,5.14,7.13,467.54,2.42,0.5
08/19/18,29.17,133,5.13,7.13,468.37,2.62,0.6
08/20/18,29.00,134,5.62,7.19,450.70,2.86,0.6
08/21/18,28.72,134,5.61,7.21,447.60,2.94,0.6
08/22/18,28.33,136,6.28,7.33,434.24,3.67,0.8
08/23/18,28.22,136,6.67,7.45,418.63,3.51,0.8
08/24/18,27.64,135,6.42,7.37,428.42,3.51,0.8
08/25/18,27.54,134,6.45,7.37,432.74,3.25,0.7
08/26/18,27.77,132,6.54,7.39,436.24,3.46,0.8
08/27/18,27.93,130,6.50,7.34,434.35,3.73,0.8
08/28/18,28.24,132,6.60,7.36,440.21,3.83,0.8
08/29/18,28.30,135,6.79,7.41,437.77,4.24,0.9
08/30/18,28.69,140,7.54,7.68,417.85,5.33,1.2
08/31/18,28.48,138,7.00,7.42,435.54,4.91,1.1
09/01/18,28.48,139,6.97,7.40,438.51,3.80,0.8
09/02/18,28.70,138,7.13,7.46,434.14,4.28,0.9
09/03/18,28.87,139,6.68,7.34,446.88,3.94,0.9
09/04/18,29.25,141,6.94,7.38,445.41,4.21,0.9
09/05/18,29.18,142,6.76,7.33,444.89,5.09,1.1
09/06/18,29.10,146,6.44,7.26,454.61,4.07,0.9
09/07/18,29.22,146,6.61,7.34,442.36,5.15,1.1
09/08/18,28.79,145,6.30,7.31,437.36,4.09,0.9
09/09/18,28.22,145,6.08,7.28,439.40,3.58,0.8
09/10/18,27.60,145,5.78,7.24,443.12,3.15,0.7
09/11/18,27.13,147,5.73,7.23,445.15,3.19,0.7
09/12/18,26.83,147,5.91,7.25,444.13,3.63,0.8
09/13/18,26.92,146,6.32,7.33,438.55,4.32,1.0
09/14/18,27.29,147,7.44,7.59,416.53,6.71,1.5
09/15/18,27.18,148,7.52,7.63,411.18,7.69,1.7
09/16/18,27.48,149,7.79,7.68,413.95,7.19,1.6
09/17/18,27.75,148,6.25,7.31,430.80,4.62,1.0
09/18/18,27.92,148,7.14,7.32,438.63,4.33,1.0
09/19/18,28.17,146,6.49,7.23,437.72,4.09,0.9
09/20/18,28.31,146,5.97,7.14,436.36,3.57,0.8
09/21/18,28.51,147,6.45,7.26,426.84,4.19,0.9
09/22/18,28.02,151,6.65,7.37,413.21,4.87,1.1
09/23/18,27.28,150,5.92,7.22,411.85,3.18,0.7
09/24/18,26.86,149,6.26,7.29,409.73,2.72,0.6
09/25/18,26.39,148,6.45,7.34,411.65,2.70,0.6
09/26/18,26.16,148,6.60,7.35,414.87,2.75,0.6
09/27/18,25.45,154,6.61,7.39,420.59,2.63,0.6
09/28/18,24.97,154,6.65,7.40,415.18,2.79,0.6
09/29/18,24.93,153,6.50,7.36,414.74,3.29,0.7
09/30/18,25.13,153,6.34,7.34,416.27,3.58,0.8
10/01/18,25.29,152,6.02,7.28,416.80,3.81,0.8
10/02/18,25.61,152,5.98,7.27,417.39,3.42,0.7
10/03/18,25.91,154,6.27,7.31,417.03,3.20,0.7
10/04/18,26.33,154,6.59,7.37,416.12,3.53,0.8
10/05/18,26.69,153,6.86,7.41,414.42,4.42,1.0
10/06/18,26.77,153,6.90,7.41,412.70,4.10,0.9
10/07/18,27.01,153,6.87,7.44,417.67,3.86,0.9
10/08/18,27.01,152,6.96,7.46,420.10,3.77,0.8
10/09/18,26.98,152,7.01,7.49,428.27,3.64,0.8
10/10/18,26.95,155,6.71,7.43,433.80,3.59,0.8
10/11/18,25.98,155,6.91,7.42,427.93,3.42,0.7
10/12/18,25.06,155,7.16,7.53,428.47,3.37,0.7
10/13/18,24.09,156,7.15,7.54,431.18,3.09,0.7
10/14/18,23.26,157,7.14,7.53,436.06,2.94,0.6
10/15/18,22.40,156,7.21,7.53,429.59,2.68,0.6
10/16/18,21.21,155,7.42,7.56,422.03,2.57,0.6
10/17/18,20.50,155,7.68,7.59,417.92,2.71,0.6
10/18/18,20.02,155,7.75,7.58,420.53,2.71,0.6
10/19/18,19.53,155,7.77,7.55,427.64,2.72,0.6
10/20/18,19.28,155,7.82,7.54,424.52,2.74,0.6
10/21/18,18.78,153,8.19,7.59,411.94,3.05,0.7
10/22/18,18.27,152,8.17,7.57,419.24,2.65,0.6
10/23/18,18.30,153,8.26,7.58,421.01,2.97,0.6
10/24/18,17.90,152,8.33,7.58,407.90,2.96,0.6
10/25/18,17.61,153,8.25,7.55,409.68,2.95,0.6
10/26/18,17.50,156,8.25,7.58,407.90,2.75,0.6
10/27/18,17.19,157,8.45,7.62,404.82,2.74,0.6
10/28/18,16.96,158,8.48,7.63,405.10,2.44,0.5
10/29/18,17.02,161,8.59,7.66,402.20,2.50,0.5
10/30/18,16.91,163,8.69,7.69,392.77,2.39,0.5
10/31/18,17.15,161,8.72,7.69,390.95,2.42,0.5
