Date,Time,DateTime,days,Chlorophyll_RFU,Depth_m,fDOM_QSU,fDOM_RFU,ODO_PerSat,ODO_PerLocSat,ODO_mg_L,SpCond_uS_cm,TAL_PC_RFU,pH,Light_lux,Turbidity_FNU,Temp_C
4/1/2023,19:20:00,4/1/2023 19:20,5.13,0.63,0.405,23.11,7.71,115,117.4,11.14,135,0.47,8.22,28.81,1.33,16.88
4/1/2023,19:25:00,4/1/2023 19:25,5.14,0.51,0.406,23.09,7.7,115.2,117.6,11.16,135.3,0.43,8.24,10.71,1.2,16.886
4/1/2023,19:30:00,4/1/2023 19:30,5.14,0.61,0.406,23.06,7.69,115.7,118.1,11.21,134.9,0.44,8.26,2.83,1.25,16.857
4/1/2023,19:35:00,4/1/2023 19:35,5.14,0.55,0.407,23.08,7.7,116.3,118.8,11.28,133.4,0.46,8.27,0.8,1.78,16.823
4/1/2023,19:40:00,4/1/2023 19:40,5.15,0.66,0.408,23.06,7.69,116.9,119.3,11.34,132.3,0.48,8.31,0,1.63,16.788
4/1/2023,19:45:00,4/1/2023 19:45,5.15,0.62,0.409,23.17,7.73,116.3,118.8,11.29,135.6,0.48,8.27,0,1.1,16.795
4/1/2023,19:50:00,4/1/2023 19:50,5.15,0.68,0.41,23.24,7.75,117.3,119.8,11.38,134.4,0.45,8.31,0,1.47,16.815
4/1/2023,19:55:00,4/1/2023 19:55,5.16,0.51,0.412,23.28,7.77,117.1,119.6,11.36,136.8,0.43,8.3,0,1.15,16.825
4/1/2023,20:00:00,4/1/2023 20:00,5.16,0.59,0.412,23.32,7.78,117.5,120,11.4,135.3,0.44,8.31,0,1.14,16.818
4/1/2023,20:05:00,4/1/2023 20:05,5.16,0.49,0.413,23.38,7.8,116.6,119,11.3,138.4,0.42,8.27,0,0.96,16.833
4/1/2023,20:10:00,4/1/2023 20:10,5.17,0.54,0.414,23.26,7.76,117.5,120,11.39,134,0.42,8.28,0,1.37,16.84
4/1/2023,20:15:00,4/1/2023 20:15,5.17,0.57,0.415,23.31,7.78,117,119.5,11.34,133,0.43,8.28,0,1.36,16.839
4/1/2023,20:20:00,4/1/2023 20:20,5.17,0.51,0.416,23.38,7.8,116.7,119.2,11.32,136.2,0.42,8.24,0,1.13,16.812
4/1/2023,20:25:00,4/1/2023 20:25,5.18,0.53,0.417,23.27,7.76,117.3,119.7,11.38,133.1,0.42,8.29,0,1.46,16.782
4/1/2023,20:30:00,4/1/2023 20:30,5.18,0.66,0.418,23.27,7.76,117.2,119.7,11.38,133.2,0.48,8.3,0,1.67,16.765
4/1/2023,20:35:00,4/1/2023 20:35,5.18,0.58,0.418,23.17,7.73,117.5,120,11.41,131.5,0.43,8.31,0,1.53,16.732
4/1/2023,20:40:00,4/1/2023 20:40,5.19,0.5,0.419,23.19,7.74,116.7,119.1,11.34,132.4,0.44,8.27,0,1.57,16.708
4/1/2023,20:45:00,4/1/2023 20:45,5.19,0.63,0.42,23.22,7.75,116,118.5,11.28,132.7,0.47,8.26,0,1.54,16.686
4/1/2023,20:50:00,4/1/2023 20:50,5.19,0.57,0.42,23.19,7.74,115.8,118.2,11.27,132.6,0.47,8.23,0,1.6,16.657
4/1/2023,20:55:00,4/1/2023 20:55,5.2,0.68,0.421,23.23,7.75,114.7,117.1,11.17,133.2,0.5,8.2,0,1.54,16.622
4/1/2023,21:00:00,4/1/2023 21:00,5.2,0.6,0.422,23.26,7.76,114.4,116.8,11.15,133.3,0.47,8.19,0,1.33,16.598
4/1/2023,21:05:00,4/1/2023 21:05,5.2,0.55,0.421,23.23,7.75,114.1,116.5,11.12,132.5,0.41,8.18,0,1.27,16.578
4/1/2023,21:10:00,4/1/2023 21:10,5.21,0.51,0.423,23.25,7.76,114.4,116.8,11.16,132.7,0.48,8.19,0,1.56,16.547
4/1/2023,21:15:00,4/1/2023 21:15,5.21,0.54,0.423,23.26,7.76,113.6,116,11.09,132.9,0.45,8.15,0,1.56,16.523
4/1/2023,21:20:00,4/1/2023 21:20,5.22,0.52,0.423,23.19,7.74,113.4,115.8,11.07,132.8,0.47,8.17,0,1.72,16.509
4/1/2023,21:25:00,4/1/2023 21:25,5.22,0.6,0.424,23.26,7.76,113.6,116,11.09,132.8,0.49,8.17,0,1.63,16.477
4/1/2023,21:30:00,4/1/2023 21:30,5.22,1.05,0.423,23.26,7.76,113.7,116.1,11.11,132.6,0.47,8.17,0,1.45,16.471
4/1/2023,21:35:00,4/1/2023 21:35,5.23,0.64,0.424,23.32,7.78,113.5,115.9,11.1,132.6,0.46,8.17,0,1.16,16.422
4/1/2023,21:40:00,4/1/2023 21:40,5.23,0.56,0.424,23.23,7.75,113.5,115.9,11.1,132.6,0.49,8.17,0,1.86,16.409
4/1/2023,21:45:00,4/1/2023 21:45,5.23,0.54,0.424,23.2,7.74,113.7,116.1,11.12,132.2,0.45,8.18,0,1.58,16.406
4/1/2023,21:50:00,4/1/2023 21:50,5.24,0.58,0.423,23.18,7.73,113.6,116,11.11,131.9,0.48,8.18,0,1.51,16.409
4/1/2023,21:55:00,4/1/2023 21:55,5.24,0.51,0.424,23.19,7.74,113.7,116.1,11.12,131.7,0.48,8.17,0,1.42,16.421
4/1/2023,22:00:00,4/1/2023 22:00,5.24,0.5,0.424,23.16,7.73,113.5,115.9,11.11,131.8,0.46,8.17,0,1.35,16.396
4/1/2023,22:05:00,4/1/2023 22:05,5.25,0.54,0.425,23.17,7.73,113.3,115.7,11.09,131.9,0.49,8.16,0,1.44,16.372
4/1/2023,22:10:00,4/1/2023 22:10,5.25,0.64,0.425,23.24,7.75,113,115.3,11.07,131.9,0.47,8.16,0,1.14,16.342
4/1/2023,22:15:00,4/1/2023 22:15,5.25,0.66,0.425,23.17,7.73,112.9,115.3,11.06,132.1,0.54,8.15,0,1.36,16.355
4/1/2023,22:20:00,4/1/2023 22:20,5.26,0.59,0.424,23.2,7.74,112.7,115.1,11.05,132.1,0.48,8.14,0,1.39,16.331
4/1/2023,22:25:00,4/1/2023 22:25,5.26,0.51,0.424,23.22,7.75,112.6,115,11.04,132.2,0.48,8.14,0,1.68,16.319
4/1/2023,22:30:00,4/1/2023 22:30,5.26,0.61,0.424,23.21,7.74,112.1,114.5,11,132.6,0.46,8.13,0,1.52,16.257
4/1/2023,22:35:00,4/1/2023 22:35,5.27,0.52,0.424,23.2,7.74,112.1,114.5,11,132.5,0.49,8.12,0,1.19,16.253
4/1/2023,22:40:00,4/1/2023 22:40,5.27,0.48,0.423,23.21,7.74,111.9,114.3,10.98,132.7,0.46,8.11,0,1.49,16.252
4/1/2023,22:45:00,4/1/2023 22:45,5.27,0.63,0.424,23.24,7.75,111.4,113.8,10.94,133,0.5,8.1,0,1.39,16.237
4/1/2023,22:50:00,4/1/2023 22:50,5.28,0.56,0.423,23.26,7.76,111.1,113.4,10.91,133.1,0.46,8.07,0,1.46,16.215
4/1/2023,22:55:00,4/1/2023 22:55,5.28,0.56,0.423,23.2,7.74,110.8,113.2,10.89,133,0.51,8.07,0,1.33,16.19
4/1/2023,23:00:00,4/1/2023 23:00,5.28,0.54,0.423,23.25,7.76,110.4,112.7,10.85,133.5,0.47,8.05,0,1.18,16.174
4/1/2023,23:05:00,4/1/2023 23:05,5.29,0.52,0.422,23.24,7.75,110,112.3,10.81,133.7,0.5,8.02,0,1.39,16.168
4/1/2023,23:10:00,4/1/2023 23:10,5.29,0.55,0.423,23.32,7.78,109.5,111.8,10.77,134.3,0.49,8,0,1.22,16.143
4/1/2023,23:15:00,4/1/2023 23:15,5.3,0.53,0.423,23.37,7.8,108.7,111,10.7,134.7,0.48,7.97,0,1.2,16.119
4/1/2023,23:20:00,4/1/2023 23:20,5.3,0.48,0.423,23.38,7.8,108,110.3,10.64,135.6,0.5,7.94,0,1.17,16.101
4/1/2023,23:25:00,4/1/2023 23:25,5.3,0.48,0.423,23.37,7.8,107.5,109.8,10.59,135.8,0.48,7.92,0,1,16.073
4/1/2023,23:30:00,4/1/2023 23:30,5.31,0.58,0.422,23.39,7.8,106.8,109,10.52,136.6,0.49,7.89,0,1.07,16.059
4/1/2023,23:35:00,4/1/2023 23:35,5.31,0.45,0.422,23.41,7.81,106.3,108.6,10.48,137,0.47,7.87,0,1.09,16.045
4/1/2023,23:40:00,4/1/2023 23:40,5.31,0.48,0.422,23.35,7.79,105.9,108.2,10.44,137.1,0.43,7.86,0,1,16.056
4/1/2023,23:45:00,4/1/2023 23:45,5.32,0.41,0.422,23.4,7.8,105.4,107.6,10.39,137.6,0.48,7.84,0,0.93,16.057
4/1/2023,23:50:00,4/1/2023 23:50,5.32,0.43,0.422,23.47,7.83,104.7,106.9,10.33,138.2,0.42,7.81,0,0.95,16.014
4/1/2023,23:55:00,4/1/2023 23:55,5.32,0.58,0.423,23.5,7.84,104.3,106.5,10.3,138.5,0.49,7.8,0,1.12,15.976
4/2/2023,0:00:00,4/2/2023 0:00,5.33,0.4,0.424,23.47,7.83,104.3,106.5,10.29,138.3,0.47,7.8,0,0.91,15.986
4/2/2023,0:05:00,4/2/2023 0:05,5.33,0.44,0.424,23.51,7.84,103.9,106.1,10.27,138.5,0.47,7.79,0,0.79,15.944
4/2/2023,0:10:00,4/2/2023 0:10,5.33,0.6,0.423,23.54,7.85,103.7,105.9,10.24,138.6,0.48,7.78,0,1.08,15.942
4/2/2023,0:15:00,4/2/2023 0:15,5.34,0.46,0.423,23.51,7.84,103.3,105.5,10.22,138.8,0.49,7.77,0,1.53,15.903
4/2/2023,0:20:00,4/2/2023 0:20,5.34,0.7,0.423,23.5,7.84,103.1,105.3,10.19,139,0.51,7.76,0,0.94,15.9
4/2/2023,0:25:00,4/2/2023 0:25,5.34,0.47,0.423,23.55,7.86,102.5,104.6,10.14,139.3,0.48,7.75,0,0.91,15.862
4/2/2023,0:30:00,4/2/2023 0:30,5.35,0.52,0.423,23.56,7.86,102.2,104.4,10.13,139.5,0.49,7.74,0,0.91,15.826
4/2/2023,0:35:00,4/2/2023 0:35,5.35,0.46,0.425,23.56,7.86,102,104.2,10.1,139.5,0.46,7.73,0,1.24,15.822
4/2/2023,0:40:00,4/2/2023 0:40,5.35,0.5,0.425,23.6,7.87,101.9,104,10.09,139.5,0.48,7.73,0,0.83,15.79
4/2/2023,0:45:00,4/2/2023 0:45,5.36,0.4,0.426,23.6,7.87,101.7,103.8,10.09,139.7,0.46,7.72,0,0.75,15.75
4/2/2023,0:50:00,4/2/2023 0:50,5.36,0.43,0.426,23.64,7.88,101.4,103.5,10.06,139.8,0.47,7.72,0,0.73,15.733
4/2/2023,0:55:00,4/2/2023 0:55,5.36,0.44,0.426,23.64,7.89,101.1,103.2,10.04,139.8,0.46,7.71,0,0.78,15.709
4/2/2023,1:00:00,4/2/2023 1:00,5.37,0.49,0.426,23.65,7.89,100.7,102.8,10,140,0.48,7.71,0,0.96,15.689
4/2/2023,1:05:00,4/2/2023 1:05,5.37,0.54,0.425,23.65,7.89,100.6,102.7,10,140.2,0.5,7.7,0,0.87,15.664
4/2/2023,1:10:00,4/2/2023 1:10,5.38,0.47,0.425,23.71,7.91,100,102.1,9.95,140.6,0.51,7.69,0,0.92,15.624
4/2/2023,1:15:00,4/2/2023 1:15,5.38,0.41,0.426,23.75,7.92,99.4,101.5,9.9,140.9,0.48,7.68,0,0.86,15.571
4/2/2023,1:20:00,4/2/2023 1:20,5.38,0.39,0.426,23.83,7.95,98.8,100.9,9.85,142.1,0.49,7.66,0,0.75,15.551
4/2/2023,1:25:00,4/2/2023 1:25,5.39,0.37,0.426,24.08,8.03,96.2,98.2,9.59,143.9,0.47,7.6,0,0.49,15.502
4/2/2023,1:30:00,4/2/2023 1:30,5.39,0.43,0.426,24.12,8.05,95.3,97.3,9.51,144.3,0.51,7.57,0,0.68,15.497
4/2/2023,1:35:00,4/2/2023 1:35,5.39,0.56,0.425,24.17,8.06,95,97,9.48,144.5,0.49,7.57,0,0.53,15.456
4/2/2023,1:40:00,4/2/2023 1:40,5.4,0.48,0.426,24.15,8.06,94.5,96.5,9.43,144.4,0.53,7.55,0,0.74,15.447
4/2/2023,1:45:00,4/2/2023 1:45,5.4,0.49,0.425,24.2,8.07,94.2,96.2,9.41,144,0.5,7.55,0,0.81,15.401
4/2/2023,1:50:00,4/2/2023 1:50,5.4,0.48,0.426,24.16,8.06,94.1,96.1,9.41,144,0.47,7.55,0,0.73,15.386
4/2/2023,1:55:00,4/2/2023 1:55,5.41,0.43,0.425,24.13,8.05,94.2,96.2,9.41,143.4,0.52,7.55,0,0.69,15.384
4/2/2023,2:00:00,4/2/2023 2:00,5.41,0.4,0.425,24.17,8.06,93.6,95.6,9.37,144,0.5,7.53,0,0.76,15.345
4/2/2023,2:05:00,4/2/2023 2:05,5.41,0.54,0.426,23.6,7.87,97.8,99.9,9.79,138.1,0.52,7.63,0,1.37,15.335
4/2/2023,2:10:00,4/2/2023 2:10,5.42,0.56,0.425,23.58,7.86,99.6,101.7,9.97,137.4,0.54,7.69,0,1.14,15.323
4/2/2023,2:15:00,4/2/2023 2:15,5.42,0.48,0.425,23.57,7.86,99.3,101.4,9.94,137.4,0.49,7.69,0,1.15,15.317
4/2/2023,2:20:00,4/2/2023 2:20,5.42,0.63,0.425,23.53,7.85,99.6,101.7,9.98,137,0.53,7.71,0,1.1,15.289
4/2/2023,2:25:00,4/2/2023 2:25,5.43,0.52,0.424,23.29,7.77,103.1,105.2,10.34,132,0.52,7.82,0,1.06,15.231
4/2/2023,2:30:00,4/2/2023 2:30,5.43,0.65,0.424,23.33,7.78,102.6,104.8,10.3,134.4,0.52,7.82,0,1.3,15.203
4/2/2023,2:35:00,4/2/2023 2:35,5.43,0.62,0.424,23.43,7.82,100.1,102.3,10.05,136,0.53,7.77,0,1.11,15.205
4/2/2023,2:40:00,4/2/2023 2:40,5.44,0.47,0.424,23.45,7.82,101.3,103.4,10.18,134.1,0.51,7.78,0,1.15,15.13
4/2/2023,2:45:00,4/2/2023 2:45,5.44,0.8,0.424,23.62,7.88,99.6,101.7,10.01,136.4,0.58,7.73,0,0.92,15.123
4/2/2023,2:50:00,4/2/2023 2:50,5.44,0.43,0.424,23.65,7.89,97.8,99.9,9.84,137.8,0.53,7.67,0,1.06,15.106
4/2/2023,2:55:00,4/2/2023 2:55,5.45,0.74,0.424,23.3,7.77,101.4,103.6,10.21,132.3,0.58,7.77,0,1.1,15.045
4/2/2023,3:00:00,4/2/2023 3:00,5.45,0.59,0.423,23.6,7.87,99.4,101.5,10.02,133.7,0.52,7.74,0,1.32,15.011
4/2/2023,3:05:00,4/2/2023 3:05,5.45,0.64,0.424,23.49,7.84,99.3,101.4,10.02,134.6,0.54,7.71,0,1.11,14.963
4/2/2023,3:10:00,4/2/2023 3:10,5.46,0.67,0.423,23.45,7.82,99,101.1,9.99,134.3,0.61,7.73,0,1.24,14.936
4/2/2023,3:15:00,4/2/2023 3:15,5.46,0.54,0.424,23.59,7.87,97,99.1,9.8,135,0.51,7.68,0,1.02,14.922
4/2/2023,3:20:00,4/2/2023 3:20,5.47,0.53,0.424,23.37,7.8,98.6,100.6,9.95,134,0.52,7.71,0,1.25,14.93
4/2/2023,3:25:00,4/2/2023 3:25,5.47,0.61,0.424,23.37,7.8,98.6,100.7,9.96,133.6,0.58,7.72,0,1.21,14.924
4/2/2023,3:30:00,4/2/2023 3:30,5.47,0.58,0.424,22.98,7.67,100.7,102.8,10.16,129.8,0.55,7.81,0,1.38,14.962
4/2/2023,3:35:00,4/2/2023 3:35,5.48,0.61,0.424,22.97,7.66,101,103.1,10.19,129.8,0.55,7.82,0,1.4,14.96
4/2/2023,3:40:00,4/2/2023 3:40,5.48,0.54,0.424,22.94,7.65,101.4,103.5,10.2,129.7,0.56,7.82,0,1.48,15.06
4/2/2023,3:45:00,4/2/2023 3:45,5.48,0.7,0.424,22.91,7.64,101.5,103.6,10.19,130.1,0.58,7.83,0,1.34,15.174
4/2/2023,3:50:00,4/2/2023 3:50,5.49,0.52,0.423,22.89,7.64,101.6,103.8,10.22,130,0.53,7.83,0,1.37,15.091
4/2/2023,3:55:00,4/2/2023 3:55,5.49,0.55,0.423,22.94,7.65,101.4,103.6,10.19,130,0.51,7.83,0,1.44,15.138
4/2/2023,4:00:00,4/2/2023 4:00,5.49,0.51,0.424,22.95,7.66,101.4,103.6,10.19,130,0.53,7.83,0,1.37,15.142
4/2/2023,4:05:00,4/2/2023 4:05,5.5,0.55,0.424,22.93,7.65,101.2,103.3,10.17,130.1,0.55,7.82,0,1.4,15.124
4/2/2023,4:10:00,4/2/2023 4:10,5.5,0.55,0.424,22.97,7.66,101.1,103.2,10.17,130.1,0.5,7.82,0,1.29,15.115
4/2/2023,4:15:00,4/2/2023 4:15,5.5,0.63,0.423,22.97,7.66,101,103.1,10.16,130,0.57,7.82,0,1.33,15.091
4/2/2023,4:20:00,4/2/2023 4:20,5.51,0.55,0.421,22.93,7.65,100.8,102.9,10.15,129.9,0.54,7.82,0,1.44,15.058
4/2/2023,4:25:00,4/2/2023 4:25,5.51,0.66,0.422,22.94,7.65,100.2,102.3,10.12,129.7,0.58,7.81,0,1.36,14.929
4/2/2023,4:30:00,4/2/2023 4:30,5.51,0.95,0.423,22.94,7.65,100.1,102.2,10.11,130,0.59,7.8,0,1.33,14.905
4/2/2023,4:35:00,4/2/2023 4:35,5.52,0.58,0.423,23.02,7.68,100.2,102.3,10.12,130,0.55,7.8,0,1.23,14.93
4/2/2023,4:40:00,4/2/2023 4:40,5.52,0.5,0.421,22.97,7.66,99.8,101.9,10.08,130,0.55,7.79,0,1.36,14.909
4/2/2023,4:45:00,4/2/2023 4:45,5.52,0.52,0.419,23.02,7.68,99.3,101.4,10.04,130.1,0.54,7.78,0,1.24,14.847
4/2/2023,4:50:00,4/2/2023 4:50,5.53,0.57,0.419,23,7.67,99.4,101.5,10.06,130.1,0.57,7.78,0,1.6,14.827
4/2/2023,4:55:00,4/2/2023 4:55,5.53,0.61,0.42,23.04,7.69,99.1,101.2,10.04,130.1,0.56,7.77,0,1.42,14.794
4/2/2023,5:00:00,4/2/2023 5:00,5.53,0.5,0.42,22.92,7.65,99.3,101.3,10.03,129.6,0.55,7.77,0,1.32,14.885
4/2/2023,5:05:00,4/2/2023 5:05,5.54,0.63,0.42,22.87,7.63,99.8,101.9,10.07,129.6,0.56,7.77,0,1.47,14.955
4/2/2023,5:10:00,4/2/2023 5:10,5.54,0.6,0.421,22.87,7.63,99.9,102,10.06,129.2,0.53,7.79,0,1.3,15.03
4/2/2023,5:15:00,4/2/2023 5:15,5.55,0.59,0.422,22.86,7.63,99.7,101.8,10.04,129.4,0.52,7.78,0,1.35,15.038
4/2/2023,5:20:00,4/2/2023 5:20,5.55,0.64,0.421,22.89,7.63,99.5,101.6,10.03,129.5,0.54,7.78,0,1.46,15.022
4/2/2023,5:25:00,4/2/2023 5:25,5.55,0.58,0.421,22.86,7.63,99.5,101.6,10.03,129.6,0.56,7.77,0,1.23,15.026
4/2/2023,5:30:00,4/2/2023 5:30,5.56,0.57,0.423,22.85,7.62,99.4,101.5,10.02,129.3,0.54,7.77,0,1.44,14.997
4/2/2023,5:35:00,4/2/2023 5:35,5.56,0.69,0.422,22.88,7.63,98.6,100.7,9.97,129.7,0.55,7.76,0,1.55,14.865
4/2/2023,5:40:00,4/2/2023 5:40,5.56,0.66,0.422,22.9,7.64,98.1,100.2,9.92,129.1,0.53,7.75,0,1.4,14.845
4/2/2023,5:45:00,4/2/2023 5:45,5.57,0.55,0.422,22.87,7.63,98.3,100.4,9.94,129.6,0.52,7.75,0,1.32,14.88
4/2/2023,5:50:00,4/2/2023 5:50,5.57,0.56,0.422,22.82,7.61,98.3,100.4,9.93,129.4,0.52,7.74,0,1.35,14.904
4/2/2023,5:55:00,4/2/2023 5:55,5.57,0.57,0.421,22.86,7.63,98.2,100.3,9.93,129.3,0.57,7.74,0,1.37,14.893
4/2/2023,6:00:00,4/2/2023 6:00,5.58,0.53,0.421,22.88,7.63,97.8,99.9,9.89,129.5,0.54,7.74,0,1.38,14.852
4/2/2023,6:05:00,4/2/2023 6:05,5.58,0.56,0.421,22.86,7.63,98,100.1,9.91,129.5,0.55,7.73,0,1.42,14.866
4/2/2023,6:10:00,4/2/2023 6:10,5.58,0.61,0.421,22.87,7.63,97.7,99.8,9.89,129.5,0.54,7.73,0.6,1.41,14.807
4/2/2023,6:15:00,4/2/2023 6:15,5.59,0.64,0.421,22.92,7.64,97.5,99.5,9.87,129.3,0.57,7.73,2.62,1.34,14.78
4/2/2023,6:20:00,4/2/2023 6:20,5.59,0.62,0.421,22.9,7.64,97.2,99.2,9.85,129.3,0.57,7.71,8.49,1.43,14.736
4/2/2023,6:25:00,4/2/2023 6:25,5.59,0.55,0.422,22.88,7.63,97,99.1,9.85,129.5,0.58,7.71,24.72,1.42,14.677
4/2/2023,6:30:00,4/2/2023 6:30,5.6,0.68,0.422,22.91,7.64,96.6,98.6,9.8,129.7,0.56,7.7,56.86,1.41,14.694
4/2/2023,6:35:00,4/2/2023 6:35,5.6,0.57,0.422,22.92,7.65,96.5,98.6,9.8,129.6,0.56,7.69,111.32,1.49,14.656
4/2/2023,6:40:00,4/2/2023 6:40,5.6,0.65,0.423,22.94,7.65,96.5,98.6,9.8,129.7,0.58,7.69,189.28,1.38,14.675
4/2/2023,6:45:00,4/2/2023 6:45,5.61,0.6,0.424,22.93,7.65,96.3,98.4,9.79,129.8,0.55,7.69,282.88,1.45,14.649
4/2/2023,6:50:00,4/2/2023 6:50,5.61,0.55,0.425,22.96,7.66,96.2,98.3,9.77,129.9,0.54,7.68,386.24,1.26,14.655
4/2/2023,6:55:00,4/2/2023 6:55,5.61,0.56,0.427,23.01,7.68,96.2,98.2,9.77,129.9,0.54,7.68,488.48,1.38,14.632
4/2/2023,7:00:00,4/2/2023 7:00,5.62,0.59,0.427,22.93,7.65,96.2,98.2,9.79,130,0.56,7.68,589.28,1.35,14.579
4/2/2023,7:05:00,4/2/2023 7:05,5.62,0.92,0.428,22.94,7.65,95.4,97.4,9.71,129.8,0.63,7.67,672,1.53,14.545
4/2/2023,7:10:00,4/2/2023 7:10,5.63,0.58,0.428,22.96,7.66,95.7,97.7,9.75,129.9,0.57,7.66,757.12,1.33,14.529
4/2/2023,7:15:00,4/2/2023 7:15,5.63,0.6,0.429,22.84,7.62,96.8,98.8,9.82,129.6,0.58,7.69,836.16,1.41,14.702
4/2/2023,7:20:00,4/2/2023 7:20,5.63,0.58,0.43,22.88,7.63,96.8,98.8,9.81,129.7,0.56,7.7,904.32,1.26,14.762
4/2/2023,7:25:00,4/2/2023 7:25,5.64,0.55,0.43,22.86,7.63,96.7,98.7,9.8,129.6,0.56,7.69,965.76,1.41,14.777
4/2/2023,7:30:00,4/2/2023 7:30,5.64,0.61,0.43,22.84,7.62,96.6,98.7,9.79,129.7,0.54,7.69,1019.84,1.29,14.772
4/2/2023,7:35:00,4/2/2023 7:35,5.64,0.61,0.431,22.83,7.62,96.5,98.5,9.78,129.7,0.54,7.69,1071.68,1.41,14.748
4/2/2023,7:40:00,4/2/2023 7:40,5.65,0.59,0.431,22.83,7.62,96.2,98.2,9.76,129.8,0.53,7.69,1119.36,1.35,14.711
4/2/2023,7:45:00,4/2/2023 7:45,5.65,0.59,0.432,22.89,7.64,96.3,98.3,9.78,129.6,0.55,7.69,1168,1.32,14.648
4/2/2023,7:50:00,4/2/2023 7:50,5.65,0.58,0.432,22.84,7.62,96.2,98.2,9.77,129.7,0.56,7.69,1212.48,1.29,14.658
4/2/2023,7:55:00,4/2/2023 7:55,5.66,0.63,0.431,22.87,7.63,96.1,98.1,9.76,129.7,0.56,7.68,1253.76,1.29,14.659
4/2/2023,8:00:00,4/2/2023 8:00,5.66,0.63,0.429,22.8,7.61,96.3,98.3,9.78,129.9,0.57,7.69,1295.04,1.31,14.641
4/2/2023,8:05:00,4/2/2023 8:05,5.66,0.57,0.43,22.81,7.61,96.2,98.2,9.76,129.7,0.56,7.68,1346.56,1.62,14.694
4/2/2023,8:10:00,4/2/2023 8:10,5.67,0.64,0.431,22.84,7.62,96.1,98.1,9.75,129.5,0.54,7.68,1402.24,1.39,14.7
4/2/2023,8:15:00,4/2/2023 8:15,5.67,0.65,0.431,22.85,7.62,95.9,98,9.74,129.9,0.57,7.68,1459.2,1.3,14.699
4/2/2023,8:20:00,4/2/2023 8:20,5.67,0.58,0.433,22.8,7.6,96,98,9.75,129.8,0.58,7.68,1531.52,1.33,14.641
4/2/2023,8:25:00,4/2/2023 8:25,5.68,0.58,0.433,22.88,7.63,95.7,97.8,9.72,129.7,0.59,7.68,1622.4,1.33,14.67
4/2/2023,8:30:00,4/2/2023 8:30,5.68,0.55,0.433,22.79,7.6,95.9,97.9,9.73,129.8,0.55,7.67,2435.84,1.38,14.685
4/2/2023,8:35:00,4/2/2023 8:35,5.68,0.56,0.432,22.83,7.62,95.8,97.8,9.72,129.9,0.56,7.67,5696,1.34,14.692
4/2/2023,8:40:00,4/2/2023 8:40,5.69,0.58,0.43,22.77,7.6,95.6,97.6,9.7,129.9,0.55,7.66,10437.12,1.37,14.724
4/2/2023,8:45:00,4/2/2023 8:45,5.69,0.47,0.43,22.71,7.58,95.6,97.7,9.69,129.9,0.54,7.66,11141.12,1.75,14.762
4/2/2023,8:50:00,4/2/2023 8:50,5.69,0.5,0.43,22.71,7.57,95.8,97.8,9.71,130.2,0.53,7.66,11504.64,1.49,14.738
4/2/2023,8:55:00,4/2/2023 8:55,5.7,0.49,0.431,22.63,7.55,95.6,97.6,9.68,130.1,0.54,7.66,12067.84,1.66,14.798
4/2/2023,9:00:00,4/2/2023 9:00,5.7,0.51,0.432,22.61,7.54,95.4,97.5,9.66,130.1,0.54,7.65,12569.6,1.35,14.804
4/2/2023,9:05:00,4/2/2023 9:05,5.7,0.54,0.432,22.62,7.55,95.4,97.4,9.66,130.1,0.55,7.65,13173.76,1.27,14.814
4/2/2023,9:10:00,4/2/2023 9:10,5.71,0.58,0.433,22.56,7.53,95.4,97.4,9.65,130.1,0.56,7.65,13378.56,1.34,14.832
4/2/2023,9:15:00,4/2/2023 9:15,5.71,0.49,0.433,22.62,7.55,94.9,96.9,9.61,130.3,0.55,7.65,14187.52,1.57,14.806
4/2/2023,9:20:00,4/2/2023 9:20,5.72,0.54,0.432,22.51,7.51,95.3,97.3,9.63,130.3,0.51,7.65,14530.56,1.39,14.851
4/2/2023,9:25:00,4/2/2023 9:25,5.72,0.55,0.432,22.44,7.49,95.5,97.6,9.65,130.2,0.53,7.65,14530.56,1.19,14.909
4/2/2023,9:30:00,4/2/2023 9:30,5.72,0.42,0.433,22.38,7.47,96.1,98.1,9.68,130.3,0.48,7.66,15288.32,1.2,15.01
4/2/2023,9:35:00,4/2/2023 9:35,5.73,0.73,0.433,22.39,7.47,96.2,98.2,9.69,130.3,0.6,7.66,15339.52,1.04,15.034
4/2/2023,9:40:00,4/2/2023 9:40,5.73,0.63,0.432,22.43,7.48,96,98.1,9.67,130.3,0.52,7.66,15779.84,1.13,15.043
4/2/2023,9:45:00,4/2/2023 9:45,5.73,0.4,0.432,21.74,7.25,99.6,101.7,9.89,129.7,0.47,7.71,16460.8,1.11,15.723
4/2/2023,9:50:00,4/2/2023 9:50,5.74,0.34,0.432,21.69,7.24,100.5,102.6,9.94,129.6,0.45,7.75,16711.68,1.23,15.902
4/2/2023,9:55:00,4/2/2023 9:55,5.74,0.42,0.431,21.63,7.21,100.5,102.6,9.91,129.5,0.47,7.76,21063.68,0.99,16.001
4/2/2023,10:00:00,4/2/2023 10:00,5.74,0.41,0.432,21.54,7.19,100.4,102.5,9.9,129.6,0.5,7.75,16773.12,1.08,16.048
