Date,Time,DateTime,Chlorophyll_RFU,Depth_m,fDOM_RFU,ODO_PercSat,ODO_mg_L,SpCond_uS_cm,pH,Temp_C,PAR
10/25/2022,21:05:29,10/25/2022 21:05,0.35,0.354,4.44,87.4,8.57,6521,7.61,15.289,0
10/25/2022,21:10:29,10/25/2022 21:10,0.45,0.354,4.26,88.2,8.65,6529.4,7.62,15.29,0
10/25/2022,21:15:29,10/25/2022 21:15,0.34,0.356,4.12,91.1,8.93,6529.1,7.7,15.277,0
10/25/2022,21:20:29,10/25/2022 21:20,0.45,0.356,4.13,91.5,8.98,6533.2,7.73,15.267,0
10/25/2022,21:25:29,10/25/2022 21:25,0.45,0.356,4.01,91.7,9,6536.6,7.74,15.266,0
10/25/2022,21:30:29,10/25/2022 21:30,0.51,0.357,4.11,90.7,8.9,6534.6,7.72,15.253,0
10/25/2022,21:35:29,10/25/2022 21:35,0.34,0.357,4.67,81.9,8.05,6528.4,7.52,15.158,0
10/25/2022,21:40:29,10/25/2022 21:40,0.36,0.359,4.42,79.8,7.85,6532.1,7.49,15.132,0
10/25/2022,21:45:29,10/25/2022 21:45,0.49,0.36,4.4,81.9,8.06,6536.7,7.54,15.148,0
10/25/2022,21:50:29,10/25/2022 21:50,0.37,0.36,4.81,79.1,7.78,6528.9,7.47,15.133,0
10/25/2022,21:55:29,10/25/2022 21:55,0.25,0.359,4.83,78.4,7.71,6528.8,7.44,15.136,0
10/25/2022,22:00:29,10/25/2022 22:00,0.25,0.36,4.71,78.3,7.7,6531,7.44,15.137,0
10/25/2022,22:05:29,10/25/2022 22:05,0.27,0.361,4.77,76.9,7.57,6522.5,7.41,15.148,0
10/25/2022,22:10:29,10/25/2022 22:10,0.29,0.361,4.73,77.1,7.58,6520.1,7.41,15.148,0
10/25/2022,22:15:29,10/25/2022 22:15,0.37,0.362,4.8,76.7,7.55,6520.7,7.4,15.124,0
10/25/2022,22:20:29,10/25/2022 22:20,0.23,0.363,4.91,74.5,7.34,6524.4,7.38,15.089,0
10/25/2022,22:25:29,10/25/2022 22:25,0.29,0.365,4.89,74,7.29,6531.1,7.37,15.065,0
10/25/2022,22:30:29,10/25/2022 22:30,0.31,0.365,4.87,74.6,7.35,6526.9,7.37,15.086,0
10/25/2022,22:35:29,10/25/2022 22:35,0.29,0.365,4.85,74.3,7.32,6524.4,7.37,15.099,0
10/25/2022,22:40:29,10/25/2022 22:40,0.35,0.365,4.84,73.8,7.27,6528.1,7.38,15.074,0
10/25/2022,22:45:29,10/25/2022 22:45,0.29,0.365,4.89,73.6,7.25,6527.7,7.37,15.049,0
10/25/2022,22:50:29,10/25/2022 22:50,0.28,0.366,4.86,73.8,7.28,6530,7.37,15.024,0
10/25/2022,22:55:29,10/25/2022 22:55,0.34,0.366,4.84,73.1,7.2,6528.5,7.36,15.035,0
10/25/2022,23:00:29,10/25/2022 23:00,0.35,0.367,4.94,72.4,7.15,6532.3,7.36,14.992,0
10/25/2022,23:05:29,10/25/2022 23:05,0.29,0.369,4.93,72.6,7.16,6535.8,7.36,14.976,0
10/25/2022,23:10:29,10/25/2022 23:10,0.34,0.368,4.88,72.1,7.12,6527.9,7.35,14.994,0
10/25/2022,23:15:29,10/25/2022 23:15,0.29,0.367,5.06,69.4,6.85,6527.2,7.32,14.961,0
10/25/2022,23:20:29,10/25/2022 23:20,0.26,0.367,5.03,69.5,6.86,6528.2,7.31,14.958,0
10/25/2022,23:25:29,10/25/2022 23:25,0.3,0.369,5.1,69.8,6.89,6535.4,7.33,14.918,0
10/25/2022,23:30:29,10/25/2022 23:30,0.35,0.37,5.16,68.3,6.75,6535.5,7.31,14.892,0
10/25/2022,23:35:29,10/25/2022 23:35,0.34,0.371,5.12,67.8,6.71,6544.9,7.31,14.873,0
10/25/2022,23:40:29,10/25/2022 23:40,0.26,0.369,5.11,67.9,6.72,6548,7.32,14.869,0
10/25/2022,23:45:29,10/25/2022 23:45,0.25,0.372,5.26,67.6,6.69,6537.8,7.31,14.856,0
10/25/2022,23:50:29,10/25/2022 23:50,0.41,0.372,4.65,73.3,7.26,6529.6,7.37,14.863,0
10/25/2022,23:55:29,10/25/2022 23:55,0.42,0.373,4.34,81.4,8.04,6521.5,7.5,14.942,0
10/26/2022,0:00:29,10/26/2022 0:00,0.51,0.373,4.65,77.7,7.68,6528.1,7.44,14.897,0
10/26/2022,0:05:29,10/26/2022 0:05,0.52,0.372,4.54,78.3,7.74,6527.6,7.45,14.881,0
10/26/2022,0:10:29,10/26/2022 0:10,0.44,0.373,4.6,75.9,7.51,6534.7,7.42,14.855,0
10/26/2022,0:15:29,10/26/2022 0:15,0.41,0.373,4.05,86.1,8.5,6521,7.59,14.977,0
10/26/2022,0:20:29,10/26/2022 0:20,0.49,0.374,3.45,92.3,9.09,6512,7.77,15.062,0
10/26/2022,0:25:29,10/26/2022 0:25,0.47,0.375,3.41,95.9,9.44,6503.6,7.87,15.117,0
10/26/2022,0:30:29,10/26/2022 0:30,0.41,0.375,3.96,88.7,8.76,6517.2,7.68,14.963,0
10/26/2022,0:35:29,10/26/2022 0:35,0.42,0.376,3.86,88.4,8.73,6517.6,7.66,14.975,0
10/26/2022,0:40:29,10/26/2022 0:40,0.44,0.379,3.66,91,8.97,6513,7.74,15.032,0
10/26/2022,0:45:29,10/26/2022 0:45,0.36,0.381,3.51,93.1,9.17,6509.1,7.79,15.048,0
10/26/2022,0:50:29,10/26/2022 0:50,0.48,0.379,3.33,96.1,9.46,6502.2,7.88,15.099,0
10/26/2022,0:55:29,10/26/2022 0:55,0.5,0.38,3.35,95.3,9.39,6503.5,7.86,15.083,0
10/26/2022,1:00:29,10/26/2022 1:00,0.45,0.381,3.68,91.8,9.06,6509.3,7.76,15.002,0
10/26/2022,1:05:29,10/26/2022 1:05,0.39,0.381,3.48,92.4,9.11,6509.7,7.78,15.03,0
10/26/2022,1:10:29,10/26/2022 1:10,0.4,0.382,3.51,91.6,9.03,6512.4,7.77,15.033,0
10/26/2022,1:15:29,10/26/2022 1:15,0.41,0.381,3.76,89.2,8.81,6512.7,7.7,14.954,0
10/26/2022,1:20:29,10/26/2022 1:20,0.38,0.383,3.95,86.6,8.57,6518.1,7.65,14.89,0
10/26/2022,1:25:29,10/26/2022 1:25,0.43,0.382,4.16,82.1,8.14,6526.6,7.55,14.746,0
10/26/2022,1:30:29,10/26/2022 1:30,0.42,0.383,4.2,80.9,8.03,6528.2,7.52,14.709,0
10/26/2022,1:35:29,10/26/2022 1:35,0.38,0.384,4.14,81.7,8.11,6524.8,7.53,14.71,0
10/26/2022,1:40:29,10/26/2022 1:40,0.36,0.385,4,83.2,8.26,6526.9,7.55,14.707,0
10/26/2022,1:45:29,10/26/2022 1:45,0.38,0.386,3.85,86,8.53,6521.7,7.62,14.771,0
10/26/2022,1:50:29,10/26/2022 1:50,0.43,0.387,3.71,85.8,8.51,6522.3,7.63,14.769,0
10/26/2022,1:55:29,10/26/2022 1:55,0.38,0.386,3.69,88.3,8.75,6516.7,7.69,14.823,0
10/26/2022,2:00:29,10/26/2022 2:00,0.38,0.386,3.67,88.3,8.75,6519.7,7.69,14.791,0
10/26/2022,2:05:29,10/26/2022 2:05,0.37,0.387,3.46,92,9.08,6508.6,7.79,14.956,0
10/26/2022,2:10:29,10/26/2022 2:10,0.41,0.386,3.47,91.9,9.07,6507.4,7.8,14.97,0
10/26/2022,2:15:29,10/26/2022 2:15,0.39,0.386,3.51,89.9,8.9,6519.2,7.74,14.859,0
10/26/2022,2:20:29,10/26/2022 2:20,0.42,0.387,3.24,93.8,9.26,6506.5,7.85,14.969,0
10/26/2022,2:25:29,10/26/2022 2:25,0.45,0.388,3.46,91.6,9.06,6511.1,7.79,14.916,0
10/26/2022,2:30:29,10/26/2022 2:30,0.37,0.387,3.54,88.9,8.81,6515.7,7.72,14.825,0
10/26/2022,2:35:29,10/26/2022 2:35,0.4,0.387,3.34,92,9.09,6509.1,7.79,14.912,0
10/26/2022,2:40:29,10/26/2022 2:40,0.5,0.388,3.39,91.6,9.06,6511.4,7.78,14.874,0
10/26/2022,2:45:29,10/26/2022 2:45,0.42,0.388,3.68,87.9,8.72,6517.1,7.69,14.739,0
10/26/2022,2:50:29,10/26/2022 2:50,0.46,0.387,3.79,85.6,8.51,6512.5,7.63,14.646,0
10/26/2022,2:55:29,10/26/2022 2:55,0.4,0.387,3.48,88.4,8.78,6515.4,7.71,14.66,0
10/26/2022,3:00:29,10/26/2022 3:00,0.38,0.387,3.34,91.4,9.05,6511,7.78,14.782,0
10/26/2022,3:05:29,10/26/2022 3:05,0.4,0.388,3.25,93.4,9.25,6504,7.84,14.869,0
10/26/2022,3:10:29,10/26/2022 3:10,0.41,0.389,3.39,91.4,9.06,6508.1,7.78,14.758,0
10/26/2022,3:15:29,10/26/2022 3:15,0.38,0.39,3.33,91.7,9.08,6509,7.79,14.816,0
10/26/2022,3:20:29,10/26/2022 3:20,0.35,0.391,3.31,91.8,9.09,6509,7.8,14.841,0
10/26/2022,3:25:29,10/26/2022 3:25,0.4,0.391,3.24,93,9.2,6506.8,7.83,14.853,0
10/26/2022,3:30:29,10/26/2022 3:30,0.4,0.391,3.28,92.1,9.13,6506.9,7.81,14.773,0
10/26/2022,3:35:29,10/26/2022 3:35,0.36,0.39,3.25,92.6,9.16,6511.2,7.83,14.848,0
10/26/2022,3:40:29,10/26/2022 3:40,0.47,0.391,3.3,91.8,9.11,6511.9,7.81,14.738,0
10/26/2022,3:45:29,10/26/2022 3:45,0.44,0.39,3.37,90.2,8.96,6514.5,7.77,14.668,0
10/26/2022,3:50:29,10/26/2022 3:50,0.36,0.391,3.35,90,8.94,6519.3,7.76,14.69,0
10/26/2022,3:55:29,10/26/2022 3:55,0.37,0.391,3.27,91.5,9.06,6512.4,7.8,14.817,0
10/26/2022,4:00:29,10/26/2022 4:00,0.42,0.392,3.35,90.3,8.95,6515.4,7.77,14.768,0
10/26/2022,4:05:29,10/26/2022 4:05,0.44,0.391,3.41,88.8,8.82,6516.8,7.73,14.657,0
10/26/2022,4:10:29,10/26/2022 4:10,0.35,0.391,3.37,90.2,8.95,6515.9,7.77,14.729,0
10/26/2022,4:15:29,10/26/2022 4:15,0.46,0.391,3.35,90.3,8.96,6514.8,7.77,14.711,0
10/26/2022,4:20:29,10/26/2022 4:20,0.38,0.393,3.29,90.9,9.02,6511.9,7.8,14.757,0
10/26/2022,4:25:29,10/26/2022 4:25,0.37,0.392,3.3,90.5,8.98,6513.7,7.79,14.745,0
10/26/2022,4:30:29,10/26/2022 4:30,0.34,0.394,3.24,91.2,9.04,6511.4,7.81,14.783,0
10/26/2022,4:35:29,10/26/2022 4:35,0.35,0.395,3.27,91,9.02,6513.2,7.81,14.786,0
10/26/2022,4:40:29,10/26/2022 4:40,0.41,0.395,3.41,88.7,8.82,6512.9,7.75,14.631,0
10/26/2022,4:45:29,10/26/2022 4:45,0.4,0.396,3.45,88.3,8.78,6520.1,7.73,14.627,0
10/26/2022,4:50:29,10/26/2022 4:50,0.42,0.397,3.31,89.2,8.86,6515.4,7.75,14.708,0
10/26/2022,4:55:29,10/26/2022 4:55,0.41,0.396,3.54,85.9,8.56,6521.5,7.68,14.517,0
10/26/2022,5:00:29,10/26/2022 5:00,0.35,0.397,3.32,89.6,8.92,6516,7.77,14.596,0
10/26/2022,5:05:29,10/26/2022 5:05,0.41,0.397,3.31,90.1,8.95,6515.6,7.78,14.676,0
10/26/2022,5:10:29,10/26/2022 5:10,0.42,0.397,3.39,89.2,8.88,6517.1,7.76,14.619,0
10/26/2022,5:15:29,10/26/2022 5:15,0.33,0.397,3.46,87.7,8.74,6516.2,7.72,14.537,0
10/26/2022,5:20:29,10/26/2022 5:20,0.37,0.397,3.38,88.4,8.78,6518.1,7.74,14.642,0
10/26/2022,5:25:29,10/26/2022 5:25,0.33,0.399,3.34,89.7,8.92,6512.7,7.78,14.663,0
10/26/2022,5:30:29,10/26/2022 5:30,0.34,0.398,3.27,90,8.94,6512.7,7.78,14.676,0
10/26/2022,5:35:29,10/26/2022 5:35,0.47,0.4,3.24,91.3,9.07,6508.5,7.82,14.692,0
10/26/2022,5:40:29,10/26/2022 5:40,0.42,0.4,3.21,91.4,9.07,6509,7.83,14.714,0.0042818
10/26/2022,5:45:29,10/26/2022 5:45,0.39,0.4,3.22,91.8,9.11,6507,7.84,14.732,0.027451
10/26/2022,5:50:29,10/26/2022 5:50,0.43,0.402,3.24,91.4,9.08,6508.6,7.82,14.714,0.093641
10/26/2022,5:55:29,10/26/2022 5:55,0.49,0.403,3.23,91.5,9.09,6507.3,7.83,14.69,0.29554
10/26/2022,6:00:29,10/26/2022 6:00,0.36,0.403,3.2,91.4,9.07,6507.4,7.83,14.712,0.69868
10/26/2022,6:05:29,10/26/2022 6:05,0.35,0.405,3.23,91.3,9.09,6506.3,7.83,14.61,1.1721
10/26/2022,6:10:29,10/26/2022 6:10,0.37,0.406,3.25,91.7,9.11,6507.5,7.84,14.65,1.9874
10/26/2022,6:15:29,10/26/2022 6:15,0.46,0.407,3.25,91.1,9.06,6510.7,7.82,14.631,2.7856
10/26/2022,6:20:29,10/26/2022 6:20,0.4,0.407,3.27,91.3,9.08,6508.9,7.83,14.635,3.7823
10/26/2022,6:25:29,10/26/2022 6:25,0.41,0.407,3.27,90,8.95,6511.7,7.8,14.647,5.5048
10/26/2022,6:30:29,10/26/2022 6:30,0.39,0.407,3.37,88.9,8.86,6512.8,7.77,14.507,6.9756
10/26/2022,6:35:29,10/26/2022 6:35,0.37,0.407,3.36,89.3,8.9,6515.4,7.78,14.56,8.951
10/26/2022,6:40:29,10/26/2022 6:40,0.38,0.408,3.38,88.4,8.81,6515.5,7.76,14.57,10.554
10/26/2022,6:45:29,10/26/2022 6:45,0.39,0.408,3.39,88.3,8.8,6515.7,7.75,14.541,13.241
10/26/2022,6:50:29,10/26/2022 6:50,0.41,0.409,3.3,88.4,8.8,6515,7.76,14.573,13.538
10/26/2022,6:55:29,10/26/2022 6:55,0.43,0.409,3.25,87.9,8.76,6511.9,7.75,14.52,14.994
10/26/2022,7:00:29,10/26/2022 7:00,0.43,0.41,3.22,88.6,8.82,6512.5,7.77,14.559,16.547
10/26/2022,7:05:29,10/26/2022 7:05,0.35,0.411,3.28,87.8,8.76,6517.4,7.75,14.49,22.348
10/26/2022,7:10:29,10/26/2022 7:10,0.38,0.411,3.27,87.5,8.72,6516.2,7.74,14.527,22.452
10/26/2022,7:15:29,10/26/2022 7:15,0.34,0.412,3.26,87.9,8.75,6515.9,7.75,14.547,26.297
10/26/2022,7:20:29,10/26/2022 7:20,0.35,0.413,3.25,88.5,8.82,6514,7.77,14.532,32.728
10/26/2022,7:25:29,10/26/2022 7:25,0.39,0.413,3.25,88.1,8.79,6515.5,7.76,14.525,34.008
10/26/2022,7:30:29,10/26/2022 7:30,0.39,0.415,3.3,87.5,8.73,6517.2,7.75,14.487,36.652
10/26/2022,7:35:29,10/26/2022 7:35,0.41,0.416,3.31,86.6,8.64,6520.2,7.72,14.484,33.901
10/26/2022,7:40:29,10/26/2022 7:40,0.41,0.417,3.34,85.8,8.57,6517.8,7.7,14.419,49.019
10/26/2022,7:45:29,10/26/2022 7:45,0.57,0.418,3.24,87.2,8.7,6515.7,7.74,14.437,51.494
10/26/2022,7:50:29,10/26/2022 7:50,0.45,0.418,3.4,86.2,8.63,6519.7,7.72,14.354,53.489
10/26/2022,7:55:29,10/26/2022 7:55,0.44,0.42,3.51,86,8.61,6515.5,7.71,14.299,51.075
10/26/2022,8:00:29,10/26/2022 8:00,0.51,0.421,3.25,87.1,8.7,6514.6,7.74,14.389,62.036
10/26/2022,8:05:29,10/26/2022 8:05,0.44,0.422,3.25,87.6,8.76,6511.8,7.75,14.394,68.852
10/26/2022,8:10:29,10/26/2022 8:10,0.5,0.423,3.28,87.7,8.77,6510.9,7.76,14.367,74.517
10/26/2022,8:15:29,10/26/2022 8:15,0.41,0.424,3.41,85.8,8.61,6520.7,7.71,14.216,62.898
10/26/2022,8:20:29,10/26/2022 8:20,0.41,0.424,3.36,86.5,8.68,6517.6,7.73,14.226,67.327
10/26/2022,8:25:29,10/26/2022 8:25,0.33,0.424,3.52,86.4,8.67,6518.9,7.73,14.226,77.798
10/26/2022,8:30:29,10/26/2022 8:30,0.38,0.425,3.32,86.6,8.69,6515.4,7.74,14.222,80.45
10/26/2022,8:35:29,10/26/2022 8:35,0.4,0.426,3.24,88.4,8.86,6511.6,7.79,14.264,85.742
10/26/2022,8:40:29,10/26/2022 8:40,0.41,0.427,3.3,88.1,8.85,6508.2,7.78,14.175,86.396
10/26/2022,8:45:29,10/26/2022 8:45,0.44,0.428,3.21,88.3,8.84,6513,7.77,14.325,93.186
10/26/2022,8:50:29,10/26/2022 8:50,0.34,0.429,3.18,88.4,8.85,6510.9,7.77,14.342,92.181
10/26/2022,8:55:29,10/26/2022 8:55,0.49,0.431,3.28,87.7,8.79,6512.9,7.76,14.277,100.34
10/26/2022,9:00:29,10/26/2022 9:00,0.42,0.432,3.38,87.4,8.76,6516.5,7.75,14.276,109.49
10/26/2022,9:05:29,10/26/2022 9:05,0.38,0.432,3.35,86.8,8.71,6517.2,7.74,14.214,102.96
10/26/2022,9:10:29,10/26/2022 9:10,0.41,0.434,3.31,87.9,8.83,6512.5,7.77,14.165,107.24
10/26/2022,9:15:29,10/26/2022 9:15,0.41,0.435,3.35,87.9,8.83,6514.8,7.77,14.167,116.73
10/26/2022,9:20:29,10/26/2022 9:20,0.33,0.434,3.22,88.9,8.91,6512.1,7.78,14.288,141.98
10/26/2022,9:25:29,10/26/2022 9:25,0.4,0.435,3.19,89.4,8.93,6515,7.78,14.401,122.86
10/26/2022,9:30:29,10/26/2022 9:30,0.44,0.435,3.21,89.5,8.94,6515,7.78,14.427,136.29
10/26/2022,9:35:29,10/26/2022 9:35,0.42,0.436,3.3,89.9,8.98,6513.1,7.79,14.399,172.32
10/26/2022,9:40:29,10/26/2022 9:40,0.42,0.436,3.31,89.5,8.95,6516,7.79,14.344,157.36
10/26/2022,9:45:29,10/26/2022 9:45,0.38,0.436,3.38,88.8,8.91,6511,7.77,14.212,158.69
10/26/2022,9:50:29,10/26/2022 9:50,0.4,0.437,3.25,90,9.04,6509.2,7.81,14.209,176.94
10/26/2022,9:55:29,10/26/2022 9:55,0.35,0.438,3.38,89.5,8.99,6509.9,7.8,14.15,179.36
10/26/2022,10:00:29,10/26/2022 10:00,0.42,0.438,3.31,90.3,9.07,6508.5,7.83,14.158,188.13
10/26/2022,10:05:29,10/26/2022 10:05,0.37,0.439,3.38,90.2,9.07,6510.5,7.81,14.144,176.12
10/26/2022,10:10:29,10/26/2022 10:10,0.37,0.439,3.26,90.5,9.08,6511.3,7.82,14.219,160.65
10/26/2022,10:15:29,10/26/2022 10:15,0.41,0.439,3.31,91.5,9.17,6509.2,7.83,14.261,167.2
10/26/2022,10:20:29,10/26/2022 10:20,0.47,0.44,3.35,92.5,9.27,6505.9,7.84,14.298,155.54
10/26/2022,10:25:29,10/26/2022 10:25,0.29,0.441,3.23,92.8,9.28,6508.5,7.84,14.366,150.14
10/26/2022,10:30:29,10/26/2022 10:30,0.44,0.44,3.24,92.9,9.29,6508.7,7.84,14.408,155.68
10/26/2022,10:35:29,10/26/2022 10:35,0.37,0.441,3.21,92.6,9.26,6511,7.84,14.379,166.95
10/26/2022,10:40:29,10/26/2022 10:40,0.38,0.441,3.28,92.2,9.23,6510.3,7.84,14.334,186.76
10/26/2022,10:45:29,10/26/2022 10:45,0.3,0.441,3.23,92.7,9.27,6508.7,7.84,14.361,167.23
10/26/2022,10:50:29,10/26/2022 10:50,0.37,0.44,3.16,93.4,9.34,6507,7.87,14.379,163.96
10/26/2022,10:55:29,10/26/2022 10:55,0.39,0.441,3.19,93.3,9.33,6505.8,7.86,14.34,213.51
10/26/2022,11:00:29,10/26/2022 11:00,0.42,0.442,3.06,94.2,9.43,6499.9,7.9,14.345,186.08
10/26/2022,11:05:29,10/26/2022 11:05,0.44,0.442,3.01,94.7,9.47,6498.4,7.91,14.381,197.1
10/26/2022,11:10:29,10/26/2022 11:10,0.34,0.443,3.11,94.6,9.47,6498.6,7.91,14.322,201.1
10/26/2022,11:15:29,10/26/2022 11:15,0.37,0.443,3.24,95.1,9.53,6502,7.9,14.284,203.16
10/26/2022,11:20:29,10/26/2022 11:20,0.32,0.444,3.23,95.7,9.58,6497.9,7.92,14.3,198.88
10/26/2022,11:25:29,10/26/2022 11:25,0.4,0.445,3.2,95.8,9.6,6497.9,7.93,14.267,236.33
10/26/2022,11:30:29,10/26/2022 11:30,0.37,0.445,3.11,96.4,9.65,6494.6,7.94,14.331,242.4
10/26/2022,11:35:29,10/26/2022 11:35,0.33,0.446,3.16,96.7,9.68,6494.4,7.95,14.318,251.81
10/26/2022,11:40:29,10/26/2022 11:40,0.36,0.445,3.32,97.8,9.78,6499.9,7.94,14.376,273.68
10/26/2022,11:45:29,10/26/2022 11:45,0.33,0.446,3.19,99,9.87,6501.5,7.96,14.481,245.91
10/26/2022,11:50:29,10/26/2022 11:50,0.28,0.446,3.24,99.7,9.94,6496.3,7.97,14.502,231.79
10/26/2022,11:55:29,10/26/2022 11:55,0.3,0.446,3.17,99.6,9.93,6498,7.97,14.537,243.13
10/26/2022,12:00:29,10/26/2022 12:00,0.31,0.445,3.22,100.6,10.03,6498.1,7.99,14.536,185.68
10/26/2022,12:05:29,10/26/2022 12:05,0.39,0.445,3.39,100.5,10.05,6498.4,7.97,14.41,175.48
10/26/2022,12:10:29,10/26/2022 12:10,0.36,0.446,3.25,100.3,10.02,6489.7,8,14.41,212.88
10/26/2022,12:15:29,10/26/2022 12:15,0.37,0.446,3.28,99.3,9.94,6490.8,7.99,14.327,225.49
10/26/2022,12:20:29,10/26/2022 12:20,0.33,0.446,3.46,98.4,9.86,6496.1,7.97,14.29,163.43
10/26/2022,12:25:29,10/26/2022 12:25,0.32,0.447,3.27,98.2,9.83,6492,7.99,14.326,299.03
10/26/2022,12:30:29,10/26/2022 12:30,0.32,0.447,3.31,98.6,9.87,6491.7,7.98,14.351,274.9
10/26/2022,12:35:29,10/26/2022 12:35,0.3,0.446,3.16,99.4,9.93,6485.2,8.02,14.398,233.7
10/26/2022,12:40:29,10/26/2022 12:40,0.32,0.446,3.38,99.4,9.94,6495.6,7.98,14.379,264.71
10/26/2022,12:45:29,10/26/2022 12:45,0.3,0.445,3.37,98.4,9.84,6498.7,7.98,14.388,288.66
10/26/2022,12:50:29,10/26/2022 12:50,0.29,0.445,3.36,98.5,9.84,6495.2,7.98,14.406,236.17
10/26/2022,12:55:29,10/26/2022 12:55,0.31,0.444,3.48,99.3,9.92,6500.7,7.99,14.414,270.75
10/26/2022,13:00:29,10/26/2022 13:00,0.34,0.445,3.54,100.3,10.02,6500.6,7.98,14.435,324.09
10/26/2022,13:05:29,10/26/2022 13:05,0.32,0.445,3.31,103,10.26,6490,8.03,14.528,485.27
10/26/2022,13:10:29,10/26/2022 13:10,0.34,0.444,3.22,101.5,10.12,6487.1,8.04,14.495,263.66
10/26/2022,13:15:29,10/26/2022 13:15,0.3,0.442,3.18,101.6,10.13,6483.8,8.05,14.503,454.48
10/26/2022,13:20:29,10/26/2022 13:20,0.27,0.443,3.08,102.3,10.2,6477,8.08,14.53,677.86
10/26/2022,13:25:29,10/26/2022 13:25,0.34,0.443,3.68,104.5,10.41,6497.8,8.04,14.526,744.47
10/26/2022,13:30:29,10/26/2022 13:30,0.23,0.442,3.42,106,10.56,6492.9,8.07,14.562,473.22
10/26/2022,13:35:29,10/26/2022 13:35,0.31,0.443,3.28,106.5,10.6,6490,8.09,14.609,223.94
10/26/2022,13:40:29,10/26/2022 13:40,0.33,0.443,3.32,105.2,10.48,6486.2,8.09,14.562,592.1
10/26/2022,13:45:29,10/26/2022 13:45,0.27,0.443,3.24,103.3,10.29,6487.9,8.07,14.554,611.66
10/26/2022,13:50:29,10/26/2022 13:50,0.24,0.441,3.22,103.3,10.28,6480.2,8.09,14.616,457.89
10/26/2022,13:55:29,10/26/2022 13:55,0.27,0.443,3.12,103.6,10.3,6477.6,8.11,14.647,412.28
10/26/2022,14:00:29,10/26/2022 14:00,0.24,0.442,3.02,104.3,10.36,6472.9,8.12,14.674,269.04
10/26/2022,14:05:29,10/26/2022 14:05,0.25,0.441,3.02,104.4,10.37,6464.1,8.13,14.711,112.2
10/26/2022,14:10:29,10/26/2022 14:10,0.28,0.441,2.72,105.1,10.42,6464,8.16,14.782,68.857
10/26/2022,14:15:29,10/26/2022 14:15,0.26,0.44,2.91,105.4,10.44,6463.5,8.15,14.801,60.32
10/26/2022,14:20:29,10/26/2022 14:20,0.26,0.439,2.71,105.4,10.43,6463.1,8.16,14.847,53.238
10/26/2022,14:25:29,10/26/2022 14:25,0.27,0.439,2.73,106.2,10.5,6462.8,8.17,14.877,55.299
10/26/2022,14:30:29,10/26/2022 14:30,0.21,0.439,2.75,106.7,10.54,6461,8.18,14.913,51.076
10/26/2022,14:35:29,10/26/2022 14:35,0.35,0.439,3.01,107.8,10.65,6469.6,8.18,14.967,49.26
10/26/2022,14:40:29,10/26/2022 14:40,0.24,0.438,3.2,107.3,10.63,6469.7,8.17,14.812,48.021
10/26/2022,14:45:29,10/26/2022 14:45,0.24,0.437,3.16,108,10.71,6463.7,8.19,14.789,46.148
10/26/2022,14:50:29,10/26/2022 14:50,0.28,0.439,3.4,105.8,10.48,6483.3,8.12,14.82,45.068
10/26/2022,14:55:29,10/26/2022 14:55,0.24,0.439,3.34,105,10.4,6479.9,8.11,14.793,45.2
10/26/2022,15:00:29,10/26/2022 15:00,0.28,0.438,3.08,107.6,10.66,6462,8.19,14.832,44.399
10/26/2022,15:05:29,10/26/2022 15:05,0.25,0.439,3.13,107.7,10.65,6468.8,8.17,14.91,43.256
10/26/2022,15:10:29,10/26/2022 15:10,0.23,0.438,3.26,108.5,10.72,6469.6,8.18,14.903,42.779
10/26/2022,15:15:29,10/26/2022 15:15,0.32,0.438,3,111.7,11.05,6456.8,8.25,14.893,41.82
10/26/2022,15:20:29,10/26/2022 15:20,0.21,0.438,3,112.2,11.09,6461.3,8.23,14.91,40.964
10/26/2022,15:25:29,10/26/2022 15:25,0.31,0.438,3.08,112.5,11.12,6467.2,8.22,14.92,39.727
10/26/2022,15:30:29,10/26/2022 15:30,0.36,0.438,3.17,109.7,10.85,6471.7,8.19,14.913,39.607
10/26/2022,15:35:29,10/26/2022 15:35,0.47,0.439,3.3,112.8,11.16,6475.9,8.19,14.864,37.955
10/26/2022,15:40:29,10/26/2022 15:40,0.61,0.44,3.5,113,11.18,6484.5,8.15,14.873,37.507
10/26/2022,15:45:29,10/26/2022 15:45,0.47,0.439,3.5,113.6,11.24,6483.1,8.16,14.89,36.433
10/26/2022,15:50:29,10/26/2022 15:50,0.43,0.439,3.49,113.7,11.25,6482,8.17,14.877,35.143
10/26/2022,15:55:29,10/26/2022 15:55,0.42,0.439,3.45,114.7,11.34,6476.6,8.2,14.906,34.01
10/26/2022,16:00:29,10/26/2022 16:00,0.42,0.438,3.4,115.6,11.42,6472.3,8.22,14.938,32.525
10/26/2022,16:05:29,10/26/2022 16:05,0.39,0.439,3.44,114.5,11.31,6477.5,8.2,14.919,30.932
10/26/2022,16:10:29,10/26/2022 16:10,0.34,0.439,3.48,114.1,11.28,6477.8,8.19,14.916,28.988
10/26/2022,16:15:29,10/26/2022 16:15,0.34,0.439,3.38,115.2,11.38,6469.4,8.23,14.948,26.859
10/26/2022,16:20:29,10/26/2022 16:20,0.34,0.44,3.24,115.4,11.39,6464.2,8.26,14.967,24.926
10/26/2022,16:25:29,10/26/2022 16:25,0.26,0.44,3.04,114.5,11.29,6458.8,8.27,15.016,18.613
